number,name,runningOffice,party
2290,GUILHERME MURARO DERRITE,FEDERAL_REPRESENTATIVE,PL
2292,DIOGO PEREIRA FORJAZ,FEDERAL_REPRESENTATIVE,PL
2298,SAMIRA SILOTI,FEDERAL_REPRESENTATIVE,PL
2299,MARCIO LUIZ ALVINO DE SOUZA,FEDERAL_REPRESENTATIVE,PL
2300,MARCO ANTONIO VILLA,FEDERAL_REPRESENTATIVE,CIDADANIA
2310,DMITRI PATRICIO DE LIMA,FEDERAL_REPRESENTATIVE,CIDADANIA
2322,ELIETE NUNES FERNANDES DA SILVA,FEDERAL_REPRESENTATIVE,CIDADANIA
2323,ALEX SPINELLI MANENTE,FEDERAL_REPRESENTATIVE,CIDADANIA
2324,MÁRCIA ROCHA,FEDERAL_REPRESENTATIVE,CIDADANIA
2333,ROBERTO MOREIRA DE SOUZA,FEDERAL_REPRESENTATIVE,CIDADANIA
2345,ARNALDO CALIL PEREIRA JARDIM,FEDERAL_REPRESENTATIVE,CIDADANIA
2351,POLLYANA FATIMA GAMA SANTOS,FEDERAL_REPRESENTATIVE,CIDADANIA
2377,ELDO PEDRO DA SILVA,FEDERAL_REPRESENTATIVE,CIDADANIA
2700,MAURÍCIO JESUS DE MORAES,FEDERAL_REPRESENTATIVE,DC
2701,STELA MARIA ATANÁZIO,FEDERAL_REPRESENTATIVE,DC
2707,ROBSON ALMEIDA VENTURA,FEDERAL_REPRESENTATIVE,DC
2708,AGUINALDO DE CARLOS,FEDERAL_REPRESENTATIVE,DC
2711,MONIQUE FERNANDES MACHADO,FEDERAL_REPRESENTATIVE,DC
2712,ODILON VIANA DA SILVA,FEDERAL_REPRESENTATIVE,DC
2713,ROBERTA KELLY SILVA FLORENCIO,FEDERAL_REPRESENTATIVE,DC
2714,JOSÉ CARLOS DO NASCIMENTO REIS,FEDERAL_REPRESENTATIVE,DC
2718,MARISTELA MACHADO LEITE GOMES,FEDERAL_REPRESENTATIVE,DC
2722,ROBERTO ALVES DOS SANTOS,FEDERAL_REPRESENTATIVE,DC
2726,EDER GARCIA SOARES VITERBO,FEDERAL_REPRESENTATIVE,DC
2727,MARIA PAULA BARROS DE OLIVEIRA,FEDERAL_REPRESENTATIVE,DC
2731,LÉA PICELLI,FEDERAL_REPRESENTATIVE,DC
2733,AILTON ALCANTARA DOS SANTOS,FEDERAL_REPRESENTATIVE,DC
2734,MARIO EDUARDO DE OLIVEIRA,FEDERAL_REPRESENTATIVE,DC
2737,MARCEL BRASIL DE SOUZA MOURA,FEDERAL_REPRESENTATIVE,DC
2738,MAURICIO PEREIRA CARDOSO,FEDERAL_REPRESENTATIVE,DC
2744,EDIVALDO CORREIA DE OLIVEIRA,FEDERAL_REPRESENTATIVE,DC
2745,MARCIA HELENA BARROS BENEDITO,FEDERAL_REPRESENTATIVE,DC
2757,CESAR FERREIRA LONGARES,FEDERAL_REPRESENTATIVE,DC
2764,JOÃO ROBERTO DE SOUZA,FEDERAL_REPRESENTATIVE,DC
2765,ELISA VITÓRIA OLIVEIRA CABARITI,FEDERAL_REPRESENTATIVE,DC
2767,ROBERTO SELMER JÚNIOR,FEDERAL_REPRESENTATIVE,DC
2770,AILTON BOLIGNARI,FEDERAL_REPRESENTATIVE,DC
2772,AYRTON JOSÉ RODRIGUES,FEDERAL_REPRESENTATIVE,DC
2774,ANTONIO EDUARDO ALTAVISTA,FEDERAL_REPRESENTATIVE,DC
2777,GISELE DE MORAES PONTES,FEDERAL_REPRESENTATIVE,DC
2780,MARIA CÉLIA DE JESUS OLIVEIRA,FEDERAL_REPRESENTATIVE,DC
2783,CARLOS AUGUSTO LESSA,FEDERAL_REPRESENTATIVE,DC
2788,MARIA TERESA SELBACH EYMAEL,FEDERAL_REPRESENTATIVE,DC
2789,PAULO PURKYT,FEDERAL_REPRESENTATIVE,DC
2790,JOSÉ AUGUSTO FERREIRA,FEDERAL_REPRESENTATIVE,DC
2793,WILSON CAPUTO SANT ANNA,FEDERAL_REPRESENTATIVE,DC
2796,CESAR RENATO DA SILVA,FEDERAL_REPRESENTATIVE,DC
2800,MARIA EMILIA GADELHA SERRA,FEDERAL_REPRESENTATIVE,PRTB
2801,WASHINGTON LUIZ BEZERRA DA SILVA,FEDERAL_REPRESENTATIVE,PRTB
2802,ROGÉRIO DOS SANTOS GOMES,FEDERAL_REPRESENTATIVE,PRTB
2803,ABRAÃO GONÇALVES,FEDERAL_REPRESENTATIVE,PRTB
2804,ADONIAS FERREIRA DOS SANTOS,FEDERAL_REPRESENTATIVE,PRTB
2805,WAGNER PEREIRA DA SILVA,FEDERAL_REPRESENTATIVE,PRTB
2806,JOÃO ROBERTO TRINDADE,FEDERAL_REPRESENTATIVE,PRTB
2807,ADEMIR CREPALDI,FEDERAL_REPRESENTATIVE,PRTB
2808,BRUNO MARINHO BARCELLOS,FEDERAL_REPRESENTATIVE,PRTB
2809,MARCOS RODRIGUES,FEDERAL_REPRESENTATIVE,PRTB
2810,PRISCILA FERNANDES HOLANDA,FEDERAL_REPRESENTATIVE,PRTB
2811,DIENES PEREIRA DE SOUZA,FEDERAL_REPRESENTATIVE,PRTB
2812,SILAS ALVES FEITOSA,FEDERAL_REPRESENTATIVE,PRTB
2814,SANDERSON RIBEIRO CORREIA DE LIMA,FEDERAL_REPRESENTATIVE,PRTB
2815,REGINALDO BELARMINO DA SILVA,FEDERAL_REPRESENTATIVE,PRTB
2816,SILVIA HELENA BUENDIA,FEDERAL_REPRESENTATIVE,PRTB
2817,ELIZA MURATORI DE SOUZA,FEDERAL_REPRESENTATIVE,PRTB
2818,DANILO ANDRÉ MOSER,FEDERAL_REPRESENTATIVE,PRTB
2820,FLAVIUS COTAIT RUGGIERO,FEDERAL_REPRESENTATIVE,PRTB
2821,JOSÉ ROBERTO CAMARGO,FEDERAL_REPRESENTATIVE,PRTB
2822,ROGERIO STRACIALANO PARADA,FEDERAL_REPRESENTATIVE,PRTB
2823,KERIN DA ROCHA SILVA PEREIRA,FEDERAL_REPRESENTATIVE,PRTB
2824,JESSICA PASCOAL ALVES,FEDERAL_REPRESENTATIVE,PRTB
2825,WILSON KEIITI HAYASHIDA,FEDERAL_REPRESENTATIVE,PRTB
2826,RAIMUNDO NONATO PEREIRA DOS SANTOS,FEDERAL_REPRESENTATIVE,PRTB
2827,ELTON HUGO NEGRINI,FEDERAL_REPRESENTATIVE,PRTB
2828,LEVY FRANCISCO RODRIGUES FIDELIX,FEDERAL_REPRESENTATIVE,PRTB
2832,MARA LUCIA GARCIA,FEDERAL_REPRESENTATIVE,PRTB
2833,VILMA MARQUES RIBEIRO,FEDERAL_REPRESENTATIVE,PRTB
2835,EZEQUIEL SOUZA DE SÁ,FEDERAL_REPRESENTATIVE,PRTB
2836,MARCIONILIO CAMARGO DOS SANTOS,FEDERAL_REPRESENTATIVE,PRTB
2837,ELISANGELA MARIA FERREIRA,FEDERAL_REPRESENTATIVE,PRTB
2838,MARIO VIGGIANI NETO,FEDERAL_REPRESENTATIVE,PRTB
2839,RENATA CARVALHO RIBEIRO GIMENEZ,FEDERAL_REPRESENTATIVE,PRTB
2840,TIAGO SOUZA GUEDES,FEDERAL_REPRESENTATIVE,PRTB
2841,LAUDERICO SARTORATTO,FEDERAL_REPRESENTATIVE,PRTB
2842,BEATRIZ CAROLINA REIS,FEDERAL_REPRESENTATIVE,PRTB
2843,ANGELA ISABEL RODRIGUES,FEDERAL_REPRESENTATIVE,PRTB
2844,MARCOS ROBERTO DIAS DE OLIVEIRA,FEDERAL_REPRESENTATIVE,PRTB
2845,DANIELE FERNANDES FERREIRA MARQUES,FEDERAL_REPRESENTATIVE,PRTB
2846,ALLAN ARONI,FEDERAL_REPRESENTATIVE,PRTB
2850,ELIANA GALVÃO DIAS,FEDERAL_REPRESENTATIVE,PRTB
2851,MARCELO CESAR TORRES RUBI,FEDERAL_REPRESENTATIVE,PRTB
2852,PAULO ROBERTO ROSENO JUNIOR,FEDERAL_REPRESENTATIVE,PRTB
2853,SIDNEY JOTA CARNEIRO,FEDERAL_REPRESENTATIVE,PRTB
2855,RENATO DO NASCIMENTO,FEDERAL_REPRESENTATIVE,PRTB
2856,TAINÁ GUIMARÃES MIRANDA,FEDERAL_REPRESENTATIVE,PRTB
2858,ERNESTO FERNANDES DE FREITAS NETO,FEDERAL_REPRESENTATIVE,PRTB
2863,LEANDRO RUIVO,FEDERAL_REPRESENTATIVE,PRTB
2865,MARIA AUXILIADORA DE SOUSA,FEDERAL_REPRESENTATIVE,PRTB
2866,JANAÍNA VALÉRIA BUCKER RIEDO,FEDERAL_REPRESENTATIVE,PRTB
2868,ROSEMEIRE SANTIAGO,FEDERAL_REPRESENTATIVE,PRTB
2870,RENATO KOGA CERQUEIRA,FEDERAL_REPRESENTATIVE,PRTB
2873,ALEXANDRE MARTINS RICCI,FEDERAL_REPRESENTATIVE,PRTB
2874,ADEMIR DA PENHA CLEMENTE,FEDERAL_REPRESENTATIVE,PRTB
2875,SUZECLEA SOUZA SANTOS,FEDERAL_REPRESENTATIVE,PRTB
2877,RODRIGO TAVARES DA SILVA,FEDERAL_REPRESENTATIVE,PRTB
2878,GIOVANI FALCONE DE CRISTO ALVES,FEDERAL_REPRESENTATIVE,PRTB
2879,LUIZ EDUARDO DAMASCENO,FEDERAL_REPRESENTATIVE,PRTB
2880,HERMES RODRIGUES NERY,FEDERAL_REPRESENTATIVE,PRTB
2882,LEONARDO DE ASSIS FERREIRA,FEDERAL_REPRESENTATIVE,PRTB
2885,MARCOS PARAÍSO DA SILVA,FEDERAL_REPRESENTATIVE,PRTB
2886,ANDERSON GOMES DE CAMPOS,FEDERAL_REPRESENTATIVE,PRTB
2888,ANETE MARIA PIZZIMENTI,FEDERAL_REPRESENTATIVE,PRTB
2890,APARECIDO RODRIGUES DE SIQUEIRA,FEDERAL_REPRESENTATIVE,PRTB
2891,LEANDRO VITOR AFONSO DA SILVA VERONEZ,FEDERAL_REPRESENTATIVE,PRTB
2893,JOSÉ ALFREDO GARCIA DOS SANTOS,FEDERAL_REPRESENTATIVE,PRTB
2897,THAIS ALBERTINA DA CRUZ,FEDERAL_REPRESENTATIVE,PRTB
2898,JOSÉ AZEVEDO PIRES,FEDERAL_REPRESENTATIVE,PRTB
2899,LEILSON CASTRO DOS SANTOS,FEDERAL_REPRESENTATIVE,PRTB
2900,LISIA SAKAI,FEDERAL_REPRESENTATIVE,PCO
2901,LEANDRO PAGGIARO CORREA DE ARRUDA,FEDERAL_REPRESENTATIVE,PCO
2929,JOÃO JORGE CAPRONI COSTA PIMENTA,FEDERAL_REPRESENTATIVE,PCO
2939,CLENILZA PANATO,FEDERAL_REPRESENTATIVE,PCO
2949,GABRIEL MARQUES DA COSTA,FEDERAL_REPRESENTATIVE,PCO
2959,IZADORA CRISTINA DIAS DA SILVA,FEDERAL_REPRESENTATIVE,PCO
2969,PAULO BEZERRA DE MELO,FEDERAL_REPRESENTATIVE,PCO
2979,RIVALDO DOS SANTOS SILVA,FEDERAL_REPRESENTATIVE,PCO
2989,SIMONE CRISTINA SOUZA,FEDERAL_REPRESENTATIVE,PCO
2997,TIAGO PIRES,FEDERAL_REPRESENTATIVE,PCO
3000,ALEXIS JOSEPH STEVERLYNCK FONTEYNE,FEDERAL_REPRESENTATIVE,NOVO
3001,MARINA HELENA CUNHA PEREIRA SANTOS,FEDERAL_REPRESENTATIVE,NOVO
3002,HELCIO FREIRE DO CARMO,FEDERAL_REPRESENTATIVE,NOVO
3003,CLEVERSON FIUZA ALVES,FEDERAL_REPRESENTATIVE,NOVO
3004,ADILSON DE BRITO FARIAS,FEDERAL_REPRESENTATIVE,NOVO
3005,THIAGO IMBERNOM,FEDERAL_REPRESENTATIVE,NOVO
3006,CAIO BIANCHI BECHARA,FEDERAL_REPRESENTATIVE,NOVO
3007,VLADIMIR FRANCISCHINELLI ARRUDA LEITE,FEDERAL_REPRESENTATIVE,NOVO
3008,ADAMARIO MAXIMO DOS SANTOS FILHO,FEDERAL_REPRESENTATIVE,NOVO
3009,TAIS ANTEZANA PACHECO,FEDERAL_REPRESENTATIVE,NOVO
3010,HUMBERTO JANTIM NETO,FEDERAL_REPRESENTATIVE,NOVO
3011,DANILO HENRIQUE PEREIRA DAVID,FEDERAL_REPRESENTATIVE,NOVO
3012,ANTONIO CARLOS DA MOTTA,FEDERAL_REPRESENTATIVE,NOVO
3013,FABIO APARECIDO PLACIDO,FEDERAL_REPRESENTATIVE,NOVO
3014,SANDRA CAMARINHO DE MACEDO,FEDERAL_REPRESENTATIVE,NOVO
3015,CIBELE FRANCO NAZARETH,FEDERAL_REPRESENTATIVE,NOVO
3016,CELSO HENRIQUE DE OLIVEIRA,FEDERAL_REPRESENTATIVE,NOVO
3017,LILIAN MARIA COSTA MANSUR ANDRADE,FEDERAL_REPRESENTATIVE,NOVO
3018,JANIEIRE MARIA SILVA,FEDERAL_REPRESENTATIVE,NOVO
3019,JANAINA MACEDO CALVO,FEDERAL_REPRESENTATIVE,NOVO
3020,MAURICIO RAPPA SANTOS,FEDERAL_REPRESENTATIVE,NOVO
3021,MARCO ANTONIO DE SOUZA PINTO,FEDERAL_REPRESENTATIVE,NOVO
3022,FATIMA REGINA PORTELLA OLIVEIRA,FEDERAL_REPRESENTATIVE,NOVO
3023,VINICIUS MANGABEIRA CARINI,FEDERAL_REPRESENTATIVE,NOVO
3024,MARIA DE FÁTIMA PAULA BAULÉ,FEDERAL_REPRESENTATIVE,NOVO
3025,CARLO CAUTI,FEDERAL_REPRESENTATIVE,NOVO
3026,PAULO EDUARDO BRAZILINO,FEDERAL_REPRESENTATIVE,NOVO
3028,THIAGO BONFIM DE OLIVEIRA,FEDERAL_REPRESENTATIVE,NOVO
3030,ADRIANA MIGUEL VENTURA,FEDERAL_REPRESENTATIVE,NOVO
3031,ANDRÉA DE OLIVEIRA MORAES,FEDERAL_REPRESENTATIVE,NOVO
3032,MARCOS ANTONIO DE CARVALHO LUCAS,FEDERAL_REPRESENTATIVE,NOVO
3033,FÁBIO ISSA ZAN,FEDERAL_REPRESENTATIVE,NOVO
3034,FABIO RENATO DE SOUSA FERREIRA,FEDERAL_REPRESENTATIVE,NOVO
3035,SUELEN DE SOUZA LAZARINI,FEDERAL_REPRESENTATIVE,NOVO
3037,PAULO PROIETI,FEDERAL_REPRESENTATIVE,NOVO
3038,GISELE ARANHA SCHOWE,FEDERAL_REPRESENTATIVE,NOVO
3040,CESAR MAX DE LIMA VIEIRA,FEDERAL_REPRESENTATIVE,NOVO
3041,ALEXANDRE MENDES PINHEIRO,FEDERAL_REPRESENTATIVE,NOVO
3044,ANA LUIZA HATIKIAN NEGRAO PASSOS,FEDERAL_REPRESENTATIVE,NOVO
3045,PEDRO LUIS VAZ DE LIMA MATTOS,FEDERAL_REPRESENTATIVE,NOVO
3047,RAFAEL DOS ANJOS SILVA,FEDERAL_REPRESENTATIVE,NOVO
3050,RODRIGO TAVANO,FEDERAL_REPRESENTATIVE,NOVO
3051,WALTER FERNANDES DA SILVA,FEDERAL_REPRESENTATIVE,NOVO
3055,FERNANDO HOLIDAY SILVA BISPO,FEDERAL_REPRESENTATIVE,NOVO
3056,ALESSANDRA REGINA VERGILIO,FEDERAL_REPRESENTATIVE,NOVO
3058,RENATO MOTTA BICUDO GUIMARÃES E SILVA,FEDERAL_REPRESENTATIVE,NOVO
3060,PEDRO AUGUSTO LIA TEDDE,FEDERAL_REPRESENTATIVE,NOVO
3066,JÚLIO CÉSAR GUIDETTE LUCANTE SALDANHA,FEDERAL_REPRESENTATIVE,NOVO
3067,MARILZA DE FATIMA RUFINO,FEDERAL_REPRESENTATIVE,NOVO
3068,DANILO DA CUNHA BARBOSA,FEDERAL_REPRESENTATIVE,NOVO
3069,JARBAS EMÍLIO DE MORAES NETO,FEDERAL_REPRESENTATIVE,NOVO
3070,DOUGLAS YUGI KOGA,FEDERAL_REPRESENTATIVE,NOVO
3073,TONY VINICIUS DE OLIVEIRA,FEDERAL_REPRESENTATIVE,NOVO
3074,DOUGLAS VIEIRA PRIMO,FEDERAL_REPRESENTATIVE,NOVO
3075,PAULO RAMOS BORGES PINTO VIOLARO,FEDERAL_REPRESENTATIVE,NOVO
3077,MONICA ROSENBERG BRAIZAT,FEDERAL_REPRESENTATIVE,NOVO
3078,BRUNA KARINI DA SILVA,FEDERAL_REPRESENTATIVE,NOVO
3080,SIDNEY CARVALHO ELIAS,FEDERAL_REPRESENTATIVE,NOVO
3088,MARLI GOMES DO CARMO,FEDERAL_REPRESENTATIVE,NOVO
3090,RICARDO DE CAMPOS RAMOS,FEDERAL_REPRESENTATIVE,NOVO
3091,RODRIGO ANDRADE BENUZZI DA LUZ,FEDERAL_REPRESENTATIVE,NOVO
3093,DEMÉTRIUS ALVES CABRAL FILHO,FEDERAL_REPRESENTATIVE,NOVO
3098,JOSE ANDRE FERNANDES,FEDERAL_REPRESENTATIVE,NOVO
3300,CAIO LYSIAS SPINA,FEDERAL_REPRESENTATIVE,PMN
3301,SIVONEI DOS SANTOS CORREIA,FEDERAL_REPRESENTATIVE,PMN
3303,JOSE SEBASTIÃO LEANDRO DOS SANTOS,FEDERAL_REPRESENTATIVE,PMN
3306,EMERSON WELSCH,FEDERAL_REPRESENTATIVE,PMN
3307,ÉLCIO GUSSON,FEDERAL_REPRESENTATIVE,PMN
3309,ELISANGELA BRITO DO NASCIMENTO,FEDERAL_REPRESENTATIVE,PMN
3310,JORGE DONIZETTI RIBEIRO DE MATOS,FEDERAL_REPRESENTATIVE,PMN
3311,HÉLIO TELES ALVES,FEDERAL_REPRESENTATIVE,PMN
3312,MARIA APARECIDA DE SOUZA MARQUES,FEDERAL_REPRESENTATIVE,PMN
3313,IVANDA MARIA RODRIGUES COSTA,FEDERAL_REPRESENTATIVE,PMN
3314,ELIVALDO NOGUEIRA CHAVES,FEDERAL_REPRESENTATIVE,PMN
3315,SUZANA PIROZI ADERNE,FEDERAL_REPRESENTATIVE,PMN
3317,ROMÁRIO SANTOS ALVES,FEDERAL_REPRESENTATIVE,PMN
3318,SOLANGE DE SOUZA,FEDERAL_REPRESENTATIVE,PMN
3319,JOSÉ FERREIRA CAMPOS FILHO,FEDERAL_REPRESENTATIVE,PMN
3320,PAULO ATAÍDE ARAÚJO DE SOUSA,FEDERAL_REPRESENTATIVE,PMN
3322,SYLVIO MACEDO SOARES JUNIOR,FEDERAL_REPRESENTATIVE,PMN
3323,FÁBIO DE ARAÚJO PATUSSO,FEDERAL_REPRESENTATIVE,PMN
3324,SONILDA SOARES CONSTANTINO DE OLIVEIRA,FEDERAL_REPRESENTATIVE,PMN
3325,MARIA ELISANGELA DE ARAÚJO,FEDERAL_REPRESENTATIVE,PMN
3326,YARA DE SOUZA LIMA,FEDERAL_REPRESENTATIVE,PMN
3328,PATRÍCIA MORA D AVILA,FEDERAL_REPRESENTATIVE,PMN
3331,SILVINO ROQUE NETO,FEDERAL_REPRESENTATIVE,PMN
3333,JOÃO FRANCISCO GARCIA,FEDERAL_REPRESENTATIVE,PMN
3334,ARTUR CESAR BONACCORSI,FEDERAL_REPRESENTATIVE,PMN
3337,FRANCIELLE LUZIA DE SOUZA DURAN,FEDERAL_REPRESENTATIVE,PMN
3340,HELOIZA RAVASQ DA SILVA,FEDERAL_REPRESENTATIVE,PMN
3343,FLÁVIO DOS SANTOS ALECRIM,FEDERAL_REPRESENTATIVE,PMN
3344,PAULO ROBERTO DE ABREU,FEDERAL_REPRESENTATIVE,PMN
3345,EDINALDO ANTÔNIO DO CARMO,FEDERAL_REPRESENTATIVE,PMN
3346,MARCELO FRANCISCO DE LACERDA,FEDERAL_REPRESENTATIVE,PMN
3348,GLÁUCIA ASSUNÇÃO DE OLIVEIRA,FEDERAL_REPRESENTATIVE,PMN
3350,ELIMARA LOTERIO DA SILVA DIAS,FEDERAL_REPRESENTATIVE,PMN
3351,DARLEY JEAN ALBUQUERQUE BARBOSA,FEDERAL_REPRESENTATIVE,PMN
3353,JONATHAN PEREIRA DE SOUZA,FEDERAL_REPRESENTATIVE,PMN
3355,JOSÉ AUGUSTO BARBOSA DA SILVA,FEDERAL_REPRESENTATIVE,PMN
3357,AMARO MACHADO SOARES NETO,FEDERAL_REPRESENTATIVE,PMN
3365,MIGUEL GOMES FERNANDES,FEDERAL_REPRESENTATIVE,PMN
3367,JOSÉ MAURO SOUZA DA SILVA,FEDERAL_REPRESENTATIVE,PMN
3369,FRANCISCO JOSÉ DA CRUZ FILHO,FEDERAL_REPRESENTATIVE,PMN
3371,SANDRO FERREIRA DE SOUZA,FEDERAL_REPRESENTATIVE,PMN
3374,JOSÉ VASCONCELO VIANA,FEDERAL_REPRESENTATIVE,PMN
3376,AIRTON RODRIGUES DE OLIVEIRA,FEDERAL_REPRESENTATIVE,PMN
3377,ELIZANGELA MOREIRA SOARES DE SOUZA,FEDERAL_REPRESENTATIVE,PMN
3378,HELTON MICHAEL LEITE FERREIRA,FEDERAL_REPRESENTATIVE,PMN
3381,ARTUR ROGÉRIO GUIMARÃES,FEDERAL_REPRESENTATIVE,PMN
3391,ELISANGELA RODRIGUES DA SILVA,FEDERAL_REPRESENTATIVE,PMN
3393,DANIEL OCTACÍLIO DE PAULA,FEDERAL_REPRESENTATIVE,PMN
3399,REINALDO ADRIANO DO CARMO,FEDERAL_REPRESENTATIVE,PMN
3500,VERGINIA ALVES PEREIRA,FEDERAL_REPRESENTATIVE,PMB
3501,ABRAHAM BRAGANÇA DE VASCONCELLOS WEINTRAUB,FEDERAL_REPRESENTATIVE,PMB
3502,ARTHUR BRAGANCA DE VASCONCELLOS WEINTRAUB,FEDERAL_REPRESENTATIVE,PMB
3503,MARCOS VINICIUS LUZ GIANNONI,FEDERAL_REPRESENTATIVE,PMB
3510,ELIAS TADEU NOGUEIRA DE OLIVEIRA,FEDERAL_REPRESENTATIVE,PMB
3511,MIRIAN LEE,FEDERAL_REPRESENTATIVE,PMB
3512,NEMIAS DA SILVA MOREIRA,FEDERAL_REPRESENTATIVE,PMB
3517,JUAREZ DE CARVALHO COSTA,FEDERAL_REPRESENTATIVE,PMB
3522,MARIA CONCEIÇÃO FRANCO DELFINO,FEDERAL_REPRESENTATIVE,PMB
3525,CELSO LUIZ PEREIRA,FEDERAL_REPRESENTATIVE,PMB
3527,LEA MARIA DE SALES CUNHA,FEDERAL_REPRESENTATIVE,PMB
3530,EDIVALDO DOMINGOS DE CASTRO,FEDERAL_REPRESENTATIVE,PMB
3531,RICARDO GUILGER DE LIMA,FEDERAL_REPRESENTATIVE,PMB
3533,JONAS DE CASTRO DIAS,FEDERAL_REPRESENTATIVE,PMB
3535,VALTER ALCANTARA ROSSI,FEDERAL_REPRESENTATIVE,PMB
3536,AGNALDO JOSÉ DOS SANTOS,FEDERAL_REPRESENTATIVE,PMB
3540,ROSANGELA CARDOSO,FEDERAL_REPRESENTATIVE,PMB
3544,KATHERINE DO FORTE SILVA,FEDERAL_REPRESENTATIVE,PMB
3550,OSMAR DELLA PASCHOA JUNIOR,FEDERAL_REPRESENTATIVE,PMB
3553,ISABEL ALINE ROSA,FEDERAL_REPRESENTATIVE,PMB
3555,EDSON FAGUNDES DE OLIVEIRA,FEDERAL_REPRESENTATIVE,PMB
3577,STEVEN SANTOS DE LIMA,FEDERAL_REPRESENTATIVE,PMB
3580,EMERSON JONAS DE OLIVEIRA COSTA,FEDERAL_REPRESENTATIVE,PMB
3588,PAULO GUILHERMINO DE ARAUJO,FEDERAL_REPRESENTATIVE,PMB
3589,TATIANE SOARES DA SILVA,FEDERAL_REPRESENTATIVE,PMB
3599,FRANCIS GRACE RAMOS FRANCISCO,FEDERAL_REPRESENTATIVE,PMB
3600,SEVERINO DOS RAMOS SANTOS SILVA,FEDERAL_REPRESENTATIVE,AGIR
3601,SUELI DOS SANTOS SILVA BARBOSA,FEDERAL_REPRESENTATIVE,AGIR
3602,ADEMIR RODRIGO DA LUZ,FEDERAL_REPRESENTATIVE,AGIR
3603,LEONILDE RUFINO DE SENA HINA,FEDERAL_REPRESENTATIVE,AGIR
3604,GERALDO RODRIGUES GUILHERME,FEDERAL_REPRESENTATIVE,AGIR
3606,ADELSON DE SOUZA PENHA,FEDERAL_REPRESENTATIVE,AGIR
3607,ANDRÉ ALMEIDA MILIAN,FEDERAL_REPRESENTATIVE,AGIR
3609,FABIO DE VASCONCELOS LIMA,FEDERAL_REPRESENTATIVE,AGIR
3610,MOACIR RODRIGUES FERNANDES,FEDERAL_REPRESENTATIVE,AGIR
3611,JURACY FRANCISCO DE JESUS,FEDERAL_REPRESENTATIVE,AGIR
3613,RICARDO FASSIO CAVALCANTE CUNHA,FEDERAL_REPRESENTATIVE,AGIR
3614,ELIANA OLIVEIRA DE LIMA,FEDERAL_REPRESENTATIVE,AGIR
3615,LUIZ CARLOS RAMOS ARRUDA DA SILVA,FEDERAL_REPRESENTATIVE,AGIR
3616,WALTER AGUIAR DE CARVALHO JUNIOR,FEDERAL_REPRESENTATIVE,AGIR
3617,ROBSON INACIO GOMES,FEDERAL_REPRESENTATIVE,AGIR
3618,WILKY ANDRADE OKAGAWA,FEDERAL_REPRESENTATIVE,AGIR
3620,CLAUDIO SIDNEI RIBEIRO,FEDERAL_REPRESENTATIVE,AGIR
3621,JONAS AUGUSTO MIGUEL MACHADO,FEDERAL_REPRESENTATIVE,AGIR
3622,REYNALDO CAMPANATTI PEREIRA,FEDERAL_REPRESENTATIVE,AGIR
3623,SÔNIA MELHADO DE MORAIS,FEDERAL_REPRESENTATIVE,AGIR
3624,LUCIANE SANDRA CAMBUIM,FEDERAL_REPRESENTATIVE,AGIR
3625,EDVALDO RANZANI CARLOS,FEDERAL_REPRESENTATIVE,AGIR
3626,JOSÉ AUGUSTINHO DOS SANTOS,FEDERAL_REPRESENTATIVE,AGIR
3628,VIVIANE RODRIGUES DA SILVA AUGUSTO,FEDERAL_REPRESENTATIVE,AGIR
3632,CLAUDILENA DE SOUZA SIQUEIRA,FEDERAL_REPRESENTATIVE,AGIR
3633,LILIANE NUNES DE CARVALHO DOS SANTOS,FEDERAL_REPRESENTATIVE,AGIR
3634,JOSE CICERO DE OLIVEIRA,FEDERAL_REPRESENTATIVE,AGIR
3635,JOSE MANOEL DE LIRA FILHO,FEDERAL_REPRESENTATIVE,AGIR
3636,CARLOS ROBERTO DE ALMEIDA,FEDERAL_REPRESENTATIVE,AGIR
3637,IRIS MARIA BARROS DE BRITO,FEDERAL_REPRESENTATIVE,AGIR
3638,ROBERTO DE PAULA SOUZA,FEDERAL_REPRESENTATIVE,AGIR
3639,GILBERTO SILVA LIMA,FEDERAL_REPRESENTATIVE,AGIR
3640,GONZAGA MENDES DE OLIVEIRA,FEDERAL_REPRESENTATIVE,AGIR
3642,SOLANGE APARECIDA FERREIRA DOS SANTOS,FEDERAL_REPRESENTATIVE,AGIR
3644,ELIANE CRISTINA GANZAROLI DA SILVA,FEDERAL_REPRESENTATIVE,AGIR
3646,JOSÉ PAULO DE MENDONÇA LEMOS,FEDERAL_REPRESENTATIVE,AGIR
3647,DEBORAH SOARES RESEK,FEDERAL_REPRESENTATIVE,AGIR
3650,ALLAN SERGIO NASCIMENTO,FEDERAL_REPRESENTATIVE,AGIR
3653,CARLOS HENRIQUE DARDE,FEDERAL_REPRESENTATIVE,AGIR
3654,JOSE GERALDO DE CARVALHO,FEDERAL_REPRESENTATIVE,AGIR
3656,RENE ROSA,FEDERAL_REPRESENTATIVE,AGIR
3659,LUCIANO UBIRAJARA NASSAR,FEDERAL_REPRESENTATIVE,AGIR
3660,SIONEIA APARECIDA DE MELLO,FEDERAL_REPRESENTATIVE,AGIR
3661,ROBERVAL BARBOSA DE JESUS,FEDERAL_REPRESENTATIVE,AGIR
3662,CICERO SANTANA DA SILVA,FEDERAL_REPRESENTATIVE,AGIR
