number,name,runningOffice,party
28422,CICERO SEBASTIAO DE ARAUJO,STATE_REPRESENTATIVE,PRTB
28428,CLAUDIA CARVALHO DA ROCHA,STATE_REPRESENTATIVE,PRTB
28433,JOEL DE OLIVEIRA,STATE_REPRESENTATIVE,PRTB
28444,DANIELLE GOMES DE CARVALHO,STATE_REPRESENTATIVE,PRTB
28456,ADEMILSON RAMOS DA SILVA,STATE_REPRESENTATIVE,PRTB
28488,ROSANE LUCIA DE ARAUJO,STATE_REPRESENTATIVE,PRTB
28522,ROSANA DE ANDRADE MARQUES,STATE_REPRESENTATIVE,PRTB
28528,FABIAN ALVES RAMOS,STATE_REPRESENTATIVE,PRTB
28555,DAVID MONTEIRO DE MELLO,STATE_REPRESENTATIVE,PRTB
28622,EDMAR DIAS BRITO,STATE_REPRESENTATIVE,PRTB
28628,ANTONIO DA CUNHA LIMA,STATE_REPRESENTATIVE,PRTB
28633,ROBERTO FIGUEIREDO JUNIOR,STATE_REPRESENTATIVE,PRTB
28655,FRANCISCO ADRIANO MACENA DE ALMEIDA,STATE_REPRESENTATIVE,PRTB
28666,VÂNIA LUIZ AMANCIO,STATE_REPRESENTATIVE,PRTB
28700,RICARDO AZEVEDO DA SILVA,STATE_REPRESENTATIVE,PRTB
28722,JORGE FERREIRA BENTO,STATE_REPRESENTATIVE,PRTB
28741,JOSÉ MACENA DA SILVA FILHO,STATE_REPRESENTATIVE,PRTB
28765,LUCAS MARIANO DE CAMPOS,STATE_REPRESENTATIVE,PRTB
28780,JUAREZ PEREIRA DIAS,STATE_REPRESENTATIVE,PRTB
28788,FRANCISCO UELITON DE OLIVEIRA SOUZA,STATE_REPRESENTATIVE,PRTB
28800,WALTER RESENDE FILHO,STATE_REPRESENTATIVE,PRTB
28879,EVERTON REZENDE BELASCO,STATE_REPRESENTATIVE,PRTB
28886,RANGEL RODRIGO DE FIGUEIREDO BONELLI,STATE_REPRESENTATIVE,PRTB
28887,CLAUDINEI VIEIRA SOARES,STATE_REPRESENTATIVE,PRTB
28888,RENE SILVEIRA,STATE_REPRESENTATIVE,PRTB
28933,MARCIO ANDRE DA SILVA,STATE_REPRESENTATIVE,PRTB
28963,LEDIVAN LOPES SEABRA,STATE_REPRESENTATIVE,PRTB
28994,SEVERINA BENEDITA DA SILVA,STATE_REPRESENTATIVE,PRTB
28999,PEDRO IGOR RIBEIRO RAMOS,STATE_REPRESENTATIVE,PRTB
29029,NATÁLIA BRAGA COSTA PIMENTA,STATE_REPRESENTATIVE,PCO
29129,LARISSA MACHADO LEONETTI,STATE_REPRESENTATIVE,PCO
29292,CARLOS AUGUSTO RODRIGUES,STATE_REPRESENTATIVE,PCO
29293,MAURO AUGUSTO DE SOUZA,STATE_REPRESENTATIVE,PCO
29294,ANGELINA DIAS DA SILVA,STATE_REPRESENTATIVE,PCO
29295,MARIA ANGELA ABDUCH,STATE_REPRESENTATIVE,PCO
29429,IRAPUAN AUGUSTO PEDRO,STATE_REPRESENTATIVE,PCO
29529,MARCELO PASQUALINO,STATE_REPRESENTATIVE,PCO
29629,MARCIO ROBERTO OLIVEIRA,STATE_REPRESENTATIVE,PCO
29729,MAYA DA SILVA BASTOS,STATE_REPRESENTATIVE,PCO
29829,STEFANIA DE ALMEIDA ROBUSTELLI,STATE_REPRESENTATIVE,PCO
29999,RODRIGO ANTUNES DE LIMA,STATE_REPRESENTATIVE,PCO
30000,EDNEY BENEDITO SAMPAIO DUARTE JÚNIOR,STATE_REPRESENTATIVE,NOVO
30001,LEONE LUIZ DE FARIA JUNIOR,STATE_REPRESENTATIVE,NOVO
30002,LEANDRO JANUARIO DE OLIVEIRA,STATE_REPRESENTATIVE,NOVO
30003,KAIQUE CARDOSO VICENTE,STATE_REPRESENTATIVE,NOVO
30005,TAIS ALEXANDRE ZUZA CUSTÓDIO,STATE_REPRESENTATIVE,NOVO
30007,DIOGO DE FREITAS VALEIRO GARCIA,STATE_REPRESENTATIVE,NOVO
30008,MANOEL CORREA DA FONSECA NETO,STATE_REPRESENTATIVE,NOVO
30010,ANDRÉ NALEPA ABBUD,STATE_REPRESENTATIVE,NOVO
30011,MARCOS ANTONIO HOMSI GARCIA,STATE_REPRESENTATIVE,NOVO
30012,JOSÉ ALENCAR GALVÃO,STATE_REPRESENTATIVE,NOVO
30013,SÉRGIO ZAGARINO JUNIOR,STATE_REPRESENTATIVE,NOVO
30014,RODRIGO REY RODRIGUEZ,STATE_REPRESENTATIVE,NOVO
30015,CAROLINA ZANIRATO BUZONI,STATE_REPRESENTATIVE,NOVO
30016,IVAN PAULO PEREIRA DA SILVA,STATE_REPRESENTATIVE,NOVO
30018,BRUNO TIAGO DA SILVA BRANDINO,STATE_REPRESENTATIVE,NOVO
30020,YGOR FROES CARVALHO,STATE_REPRESENTATIVE,NOVO
30022,WILSON DE MELLO JUNIOR,STATE_REPRESENTATIVE,NOVO
30023,VÂNIA CRISTINA DA SILVA,STATE_REPRESENTATIVE,NOVO
30025,MATEUS JOSE DE CAMARGO STEFANI,STATE_REPRESENTATIVE,NOVO
30030,MONICA RAMIRES FERRAZ CURY,STATE_REPRESENTATIVE,NOVO
30033,WAGNER DE BRITO TEIXEIRA,STATE_REPRESENTATIVE,NOVO
30077,CAROLINE STAFOKER DA SILVA,STATE_REPRESENTATIVE,NOVO
30080,FERNANDO MARTINS,STATE_REPRESENTATIVE,NOVO
30100,EMILIO CURY JUNIOR,STATE_REPRESENTATIVE,NOVO
30111,RAFAEL PINTER,STATE_REPRESENTATIVE,NOVO
30123,CICERA SEVERINA DA CONCEIÇÃO MUSA,STATE_REPRESENTATIVE,NOVO
30130,MARIA CRISTINA DE OLIVEIRA,STATE_REPRESENTATIVE,NOVO
30153,MIRIAM MARIA ANTUNES DE SOUZA,STATE_REPRESENTATIVE,NOVO
30190,DOUGLAS HENRIQUE DE OLIVEIRA,STATE_REPRESENTATIVE,NOVO
30200,RAFAEL GUSTAVO BERNARDO,STATE_REPRESENTATIVE,NOVO
30202,PRISCILA GONÇALVES IEIRI PARRA,STATE_REPRESENTATIVE,NOVO
30222,MATILDE FÁTIMA ALVES CANUTO,STATE_REPRESENTATIVE,NOVO
30246,PAULO SÉRGIO CONTADOR MIRAS,STATE_REPRESENTATIVE,NOVO
30300,JOÃO VESTIM GRANDE,STATE_REPRESENTATIVE,NOVO
30301,EDUARDO ALMEIDA PERES,STATE_REPRESENTATIVE,NOVO
30303,DANIELLI CRISTIAN CARDOSO RÔA,STATE_REPRESENTATIVE,NOVO
30310,SILVANA MARQUES MONTEIRO,STATE_REPRESENTATIVE,NOVO
30321,VALMARA CRISTINA DE PAULA CAMARGO,STATE_REPRESENTATIVE,NOVO
30330,SILVIA BARNABE,STATE_REPRESENTATIVE,NOVO
30331,ANA PAULA MAGALHÃES DA SILVA PETILI,STATE_REPRESENTATIVE,NOVO
30333,EDSON TEIXEIRA,STATE_REPRESENTATIVE,NOVO
30345,ROMEU SÃO MARCOS ESCANHOELA,STATE_REPRESENTATIVE,NOVO
30369,TIAGO ROCHA FERREIRA,STATE_REPRESENTATIVE,NOVO
30400,LUIS GUILHERME PIRES,STATE_REPRESENTATIVE,NOVO
30444,ADALGISA SOLANGE SPINA,STATE_REPRESENTATIVE,NOVO
30456,CARLOS EDUARDO PEREZ,STATE_REPRESENTATIVE,NOVO
30500,SERGIO LUIZ VICTOR JUNIOR,STATE_REPRESENTATIVE,NOVO
30555,LUCAS PAVANATO DE OLIVEIRA,STATE_REPRESENTATIVE,NOVO
30600,LEONARDO DE SIQUEIRA LIMA,STATE_REPRESENTATIVE,NOVO
30636,ROBERTO FRIAS FILHO,STATE_REPRESENTATIVE,NOVO
30700,LUCAS ROMERO DA SILVA,STATE_REPRESENTATIVE,NOVO
30730,HENRIQUE MAGALHÃES TEIXEIRA,STATE_REPRESENTATIVE,NOVO
30771,ODETE FIORDA,STATE_REPRESENTATIVE,NOVO
30777,CRISTIANE PEREIRA MACEDO,STATE_REPRESENTATIVE,NOVO
30800,RODRIGO BRUNO NAHAS,STATE_REPRESENTATIVE,NOVO
30878,MARCIO ANTONI SANTANA,STATE_REPRESENTATIVE,NOVO
30888,VITOR LUIS ARTIOLI KUNDRAT,STATE_REPRESENTATIVE,NOVO
30900,JURANDI SOARES GUIMARÃES,STATE_REPRESENTATIVE,NOVO
30972,ALEXANDRA DE ABREU,STATE_REPRESENTATIVE,NOVO
30987,MAURICIO AGUIAR GIUNTINI,STATE_REPRESENTATIVE,NOVO
30999,ANDRÉ LUIZ NAVARRO GARCIA MANZANO,STATE_REPRESENTATIVE,NOVO
33000,LUCCAS SANTOS DA CUNHA,STATE_REPRESENTATIVE,PMN
33006,PAMELA BARBOSA,STATE_REPRESENTATIVE,PMN
33007,SEBASTIÃO DE MESQUITA SILVA,STATE_REPRESENTATIVE,PMN
33010,FRANCISCO HORWATH NETO,STATE_REPRESENTATIVE,PMN
33015,ANDREY PEDRO PEREIRA DE ALMEIDA,STATE_REPRESENTATIVE,PMN
33017,GABRIELY DE LISIEUX LIMA BARBOSA,STATE_REPRESENTATIVE,PMN
33040,PAULO ALEXANDRE DA SILVA,STATE_REPRESENTATIVE,PMN
33065,ADRIANA COELHO DE OLIVEIRA,STATE_REPRESENTATIVE,PMN
33100,PAULO CEZAR XAVIER ALEXANDRE,STATE_REPRESENTATIVE,PMN
33105,GENILDO RODRIGUES CASTRO,STATE_REPRESENTATIVE,PMN
33111,PATROCÍNIO RAMOS DA CRUZ NETO,STATE_REPRESENTATIVE,PMN
33112,GILMAR DIAS PEREIRA,STATE_REPRESENTATIVE,PMN
33120,SEBASTIÃO RIBEIRO DA SILVA,STATE_REPRESENTATIVE,PMN
33121,JOSÉ CARLOS DA SILVA,STATE_REPRESENTATIVE,PMN
33122,LUIZ MARQUES,STATE_REPRESENTATIVE,PMN
33123,ERICH DE ANDRES,STATE_REPRESENTATIVE,PMN
33133,ALESSANDRA VECCHIO SOBRINHO,STATE_REPRESENTATIVE,PMN
33136,AGNALDO ALVES PEREIRA,STATE_REPRESENTATIVE,PMN
33144,LUIZ FERNANDO BRASILIENSE,STATE_REPRESENTATIVE,PMN
33150,ROSILENE DOS SANTOS,STATE_REPRESENTATIVE,PMN
33190,FERNANDO DOS SANTOS CORREA,STATE_REPRESENTATIVE,PMN
33193,MARCOS DE OLIVEIRA SAMPAIO,STATE_REPRESENTATIVE,PMN
33199,PAULINA ROSA DE SOUZA JACINTO,STATE_REPRESENTATIVE,PMN
33222,GERALDO PEREIRA FILHO,STATE_REPRESENTATIVE,PMN
33234,IRENILDO ELIAS BARBOSA,STATE_REPRESENTATIVE,PMN
33240,IVAN CARLOS CONSTANTINO DE OLIVEIRA,STATE_REPRESENTATIVE,PMN
33246,JORGILENE ALVES SILVA,STATE_REPRESENTATIVE,PMN
33258,ANTÔNIO SANTANA DA SILVA,STATE_REPRESENTATIVE,PMN
33277,DORALICE SOUZA MATOS FAUSTINO,STATE_REPRESENTATIVE,PMN
33290,MÁRCIA LOPES DE ARAUJO,STATE_REPRESENTATIVE,PMN
33300,DAVI CICHETTO DE MORAES,STATE_REPRESENTATIVE,PMN
33312,MÁRCIA APARECIDA MENDES,STATE_REPRESENTATIVE,PMN
33313,SIDNEY MELO DA SILVA,STATE_REPRESENTATIVE,PMN
33321,MARCOS KOHLMANN BARBOZA,STATE_REPRESENTATIVE,PMN
33322,JÉSSIKA RUSSO MACHADO,STATE_REPRESENTATIVE,PMN
33331,MARCELLO MAZÁRIO COSTA,STATE_REPRESENTATIVE,PMN
33333,LEANDRA SOARES DOS SANTOS,STATE_REPRESENTATIVE,PMN
33334,GISELE CASARIN DA SILVA,STATE_REPRESENTATIVE,PMN
33345,NELSON DE ALMEIDA CHAVES,STATE_REPRESENTATIVE,PMN
33355,ROSÂNGELA HERNANDES AZEVEDO,STATE_REPRESENTATIVE,PMN
33366,CÍCERO PEREIRA DO VALE,STATE_REPRESENTATIVE,PMN
33377,CELSO DA LUZ GUEDES,STATE_REPRESENTATIVE,PMN
33383,JOSÉ DOMINGOS SANTOS RIBEIRO,STATE_REPRESENTATIVE,PMN
33400,OSVALDO SANTOS DA SILVA,STATE_REPRESENTATIVE,PMN
33422,RAQUEL TOIAN DOS SANTOS,STATE_REPRESENTATIVE,PMN
33444,CÍCERO JOSÉ DE GOUVEIA,STATE_REPRESENTATIVE,PMN
33456,JOENE HENRIQUES DE FIGUEIREDO,STATE_REPRESENTATIVE,PMN
33500,ELIANDRO SILVA DIAS,STATE_REPRESENTATIVE,PMN
33536,MANOEL DE SOUSA COELHO JUNIOR,STATE_REPRESENTATIVE,PMN
33552,JOSÉ OSÓRIO FILHO,STATE_REPRESENTATIVE,PMN
33555,ROBERTO LUIZ DO NASCIMENTO,STATE_REPRESENTATIVE,PMN
33581,CLÁUDIO DE OLIVEIRA LEOPOLDO,STATE_REPRESENTATIVE,PMN
33606,CLEBER NUNES DOS SANTOS,STATE_REPRESENTATIVE,PMN
33666,WILLIAM SILVEIRA MEDEIROS,STATE_REPRESENTATIVE,PMN
33699,JOAQUIM ALVES PINHEIRO,STATE_REPRESENTATIVE,PMN
33700,DEIDILAN LIANG CORREIA DE SOUZA,STATE_REPRESENTATIVE,PMN
33713,MARIA LUCINDA RESENDE,STATE_REPRESENTATIVE,PMN
33722,ROSANGELA LOURENÇO BRITO SOUZA,STATE_REPRESENTATIVE,PMN
33733,RAIMUNDA GONÇALVES DOS SANTOS,STATE_REPRESENTATIVE,PMN
33766,LOURIVAL TORRES,STATE_REPRESENTATIVE,PMN
33777,TAIS CRISTINA LOURENÇO DE SOUZA,STATE_REPRESENTATIVE,PMN
33789,ANA CLÁUDIA MESQUITA ROCHA,STATE_REPRESENTATIVE,PMN
33843,RONALDO SEGALA,STATE_REPRESENTATIVE,PMN
33888,CAIO HENRIQUE DA SILVA,STATE_REPRESENTATIVE,PMN
33911,WAGNER CARDOSO DE OLIVEIRA,STATE_REPRESENTATIVE,PMN
33912,JOSÉ LUIZ ALVES NETO,STATE_REPRESENTATIVE,PMN
33933,ANGÉLICA DIAS DA SILVA,STATE_REPRESENTATIVE,PMN
33999,MICHAEL RICHARD DE JESUS PEDRO,STATE_REPRESENTATIVE,PMN
35000,LAERCIO BENKO LOPES,STATE_REPRESENTATIVE,PMB
35001,LUIS ALEXANDRE PINHEIRO,STATE_REPRESENTATIVE,PMB
35005,DANILO MARTINS DE OLIVEIRA FRANÇA,STATE_REPRESENTATIVE,PMB
35007,LUIZ EDUARDO PENTEADO BORGO,STATE_REPRESENTATIVE,PMB
35010,IRENIO OLIVEIRA CARDOSO,STATE_REPRESENTATIVE,PMB
35016,EDUARDO JOSE CORNELIO DE OLIVEIRA,STATE_REPRESENTATIVE,PMB
35019,TIAGO MANOEL CAETANO,STATE_REPRESENTATIVE,PMB
35022,ARLINDO PEREIRA FIGUEIREDO JUNIOR,STATE_REPRESENTATIVE,PMB
35030,SOFIA BRAGA PALMA,STATE_REPRESENTATIVE,PMB
35035,RAFAEL MORENO SOUZA SANTOS,STATE_REPRESENTATIVE,PMB
35051,LIGIA MAYUMI FUNAKI,STATE_REPRESENTATIVE,PMB
35054,CLEONICE APARECIDA PEREIRA DA SILVA,STATE_REPRESENTATIVE,PMB
35059,MARCO ANTONIO SARTI,STATE_REPRESENTATIVE,PMB
35077,JULIO CESAR FREITAS ROCHA,STATE_REPRESENTATIVE,PMB
35081,MARCOS JOSÉ DO VALLE,STATE_REPRESENTATIVE,PMB
35083,EDVAN LIMA BARBOSA,STATE_REPRESENTATIVE,PMB
35088,JANAINA BASTOS DE OLIVEIRA,STATE_REPRESENTATIVE,PMB
35099,JOÃO DA CONCEIÇÃO SILVA PAP,STATE_REPRESENTATIVE,PMB
35100,JOSÉ LUIZ BONITO,STATE_REPRESENTATIVE,PMB
35102,JOSÉ RICARDO DA SILVA,STATE_REPRESENTATIVE,PMB
35107,ROSEMARA LEANDRO DA SILVA,STATE_REPRESENTATIVE,PMB
35110,FABIO DA SILVA VIANA,STATE_REPRESENTATIVE,PMB
35111,RICARDO ALEXANDRE ZUPIROLLI,STATE_REPRESENTATIVE,PMB
35113,RONALDO ELIAS MARIANO,STATE_REPRESENTATIVE,PMB
35119,NIELTON CARVALHO DE MATOS,STATE_REPRESENTATIVE,PMB
35121,WILSON DE VASCONCELOS VEIGA,STATE_REPRESENTATIVE,PMB
35122,ANDERSON ROGERIO ALVES,STATE_REPRESENTATIVE,PMB
35123,DANTE HENRIQUE MANTOVANI,STATE_REPRESENTATIVE,PMB
35180,PAULO DE OLIVEIRA ENEAS,STATE_REPRESENTATIVE,PMB
35188,GILMAR DE SOUZA ROCHA,STATE_REPRESENTATIVE,PMB
35190,REINALDO PEREIRA ZACHARIAS,STATE_REPRESENTATIVE,PMB
35191,JOSÉ PEREIRA NETO,STATE_REPRESENTATIVE,PMB
35192,OLAIR FERNANDO SOARES,STATE_REPRESENTATIVE,PMB
35193,ANGELO MARCIO DE JESUS SILVA,STATE_REPRESENTATIVE,PMB
35200,NOELMA DE SOUZA RODRIGUES,STATE_REPRESENTATIVE,PMB
35221,LUIS JACINTO BARRETO,STATE_REPRESENTATIVE,PMB
35222,MARCOS RIBEIRO DA SILVA,STATE_REPRESENTATIVE,PMB
35224,FRANCISCO ALVES DE SOUSA,STATE_REPRESENTATIVE,PMB
35259,ELAINE CRISTINA PUPE DE MORAIS,STATE_REPRESENTATIVE,PMB
35274,MARIA DA CONCEIÇÃO FERNANDES GRANATO,STATE_REPRESENTATIVE,PMB
35300,CLEBER VALADÃO ANTUNES,STATE_REPRESENTATIVE,PMB
35305,LUIS CARLOS FABIANI,STATE_REPRESENTATIVE,PMB
35312,SILAS DA SILVA MOREIRA,STATE_REPRESENTATIVE,PMB
35321,VALQUIRIA JUSTINO,STATE_REPRESENTATIVE,PMB
35322,KAISON ROBERTO ALVES,STATE_REPRESENTATIVE,PMB
35325,ROBERTO FRANCISCO DA SILVA,STATE_REPRESENTATIVE,PMB
35330,ADELMACIR DE SOUZA,STATE_REPRESENTATIVE,PMB
35333,LUCIANA APARECIDA DE PAULA CARVALHO,STATE_REPRESENTATIVE,PMB
35350,VIVIAN FILETO MARTINS DOS SANTOS,STATE_REPRESENTATIVE,PMB
35352,FERNANDO LUIS COUTINHO NEVES,STATE_REPRESENTATIVE,PMB
35355,MARCIA WALERIA NUNES DE OLIVEIRA DIAS,STATE_REPRESENTATIVE,PMB
35360,GILVAN DE ANDRADE GAIA,STATE_REPRESENTATIVE,PMB
35361,ADRIANA RANGEL RIBEIRO,STATE_REPRESENTATIVE,PMB
35369,ROBERIO DOS SANTOS BENEDITO,STATE_REPRESENTATIVE,PMB
35380,REGINALDO DA ROCHA MÁXIMO,STATE_REPRESENTATIVE,PMB
35400,WILLIAM DE SOUZA PALMA BOARRETTO,STATE_REPRESENTATIVE,PMB
35432,BENEDITO EDELCIO DA SILVA,STATE_REPRESENTATIVE,PMB
35444,MARIA ESTELA CAPELETTI DA ROCHA,STATE_REPRESENTATIVE,PMB
35447,ANDERSON HENRIQUE PINTO,STATE_REPRESENTATIVE,PMB
35450,INGRID DE MENDONÇA RIBEIRO,STATE_REPRESENTATIVE,PMB
35469,ERALDO NUNES GALDINO,STATE_REPRESENTATIVE,PMB
35474,CASSIO EDUARDO FONSECA,STATE_REPRESENTATIVE,PMB
35482,SUELI GUETE AGUIAR,STATE_REPRESENTATIVE,PMB
35500,ELIS REGINA NOGUEIRA RODRIGUES,STATE_REPRESENTATIVE,PMB
35522,THAISE CARVALHO MIRANDA,STATE_REPRESENTATIVE,PMB
35533,JORGE CLAUDIO ANSELMO,STATE_REPRESENTATIVE,PMB
35550,DOUGLAS KAJFES GARCIA,STATE_REPRESENTATIVE,PMB
35551,ELISANGELA VALINHO QUEIROZ DOS SANTOS,STATE_REPRESENTATIVE,PMB
35553,ENEAS SILVA FERREIRA SALES,STATE_REPRESENTATIVE,PMB
35554,ALEIXO ANDRE MANOEL NETO,STATE_REPRESENTATIVE,PMB
35555,DANILO RIDYER PALMA,STATE_REPRESENTATIVE,PMB
35600,CARLOS FERNANDO SERRA DO NASCIMENTO,STATE_REPRESENTATIVE,PMB
35622,JULIO AURELIANO DA SILVA,STATE_REPRESENTATIVE,PMB
35635,LUIS RENATO PINTO DE OLIVEIRA,STATE_REPRESENTATIVE,PMB
35649,VALTER ALCÂNTARA ROSSI,STATE_REPRESENTATIVE,PMB
35666,DULCINEIA COELHO DA SILVA,STATE_REPRESENTATIVE,PMB
35667,FATIMA NASCIMENTO ALEXANDRE,STATE_REPRESENTATIVE,PMB
35678,DANIEL RODRIGUES BRANDO,STATE_REPRESENTATIVE,PMB
35700,ROGÉRIO MARTINIUC DE OLIVEIRA,STATE_REPRESENTATIVE,PMB
35722,ADELINO CASTELLEIRO FILHO,STATE_REPRESENTATIVE,PMB
35733,SANTA DA PAIXÃO GOMES DA SILVA,STATE_REPRESENTATIVE,PMB
35735,ABEL FELIX CAMPOS NETO,STATE_REPRESENTATIVE,PMB
35744,CLAUDIA VALDENIA GOMES MAIA,STATE_REPRESENTATIVE,PMB
35777,DALTON TADEU IZZO JUNIOR,STATE_REPRESENTATIVE,PMB
35789,VALDIRENE SANTOS DA SILVA,STATE_REPRESENTATIVE,PMB
35799,MARTIM VIEIRA FERREIRA,STATE_REPRESENTATIVE,PMB
35800,AMANDA CAETANO MARCHESONI,STATE_REPRESENTATIVE,PMB
35808,SIMONE SILVA SANTOS DA COSTA,STATE_REPRESENTATIVE,PMB
35822,ANA PAULA MELO PETILO,STATE_REPRESENTATIVE,PMB
35835,RONALDO GALDINO DOS SANTOS,STATE_REPRESENTATIVE,PMB
35885,NORMANDO BARBOSA DE OLIVEIRA,STATE_REPRESENTATIVE,PMB
35888,ALESSANDRA ABE,STATE_REPRESENTATIVE,PMB
35900,RODRIGO MOLLER,STATE_REPRESENTATIVE,PMB
35931,ELIANA SÃO ROQUE MARTINS,STATE_REPRESENTATIVE,PMB
35999,ANDERSON GUIMARÃES DE ALMEIDA,STATE_REPRESENTATIVE,PMB
36000,SIMONE MARQUES LOPES,STATE_REPRESENTATIVE,AGIR
36001,CAMILA CRISTINA BRITO,STATE_REPRESENTATIVE,AGIR
36003,JULIANO MERKES,STATE_REPRESENTATIVE,AGIR
36004,ALESSANDRO CAMARGO RODRIGUES,STATE_REPRESENTATIVE,AGIR
36006,JORGE MOTA DE OLIVEIRA JUNIOR,STATE_REPRESENTATIVE,AGIR
36007,DOUGLAS SOLANO DAS NEVES,STATE_REPRESENTATIVE,AGIR
36009,SIMONE VANESSA SANTOS DIAZ,STATE_REPRESENTATIVE,AGIR
36010,JOEL XAVIER DA SILVA,STATE_REPRESENTATIVE,AGIR
36011,ANDREIA TASSIANE ANTONACCI,STATE_REPRESENTATIVE,AGIR
36013,JANAINA CRISP GIULIANO CAVALCANTE,STATE_REPRESENTATIVE,AGIR
36016,ELIZEU RODRIGUES VARELA,STATE_REPRESENTATIVE,AGIR
36017,ALENATO MARTINS VIDAL,STATE_REPRESENTATIVE,AGIR
36020,MAURO FRANCISCO DE TOLEDO,STATE_REPRESENTATIVE,AGIR
36021,JÉSUA DE LIMA FERREIRA DA SILVA,STATE_REPRESENTATIVE,AGIR
36022,ROSIMEIRE SANTOS CESCHINI,STATE_REPRESENTATIVE,AGIR
36029,MARIA APARECIDA SANTOS ARAUJO,STATE_REPRESENTATIVE,AGIR
36030,JOSE FERNANDES DE OLIVEIRA BARBOSA,STATE_REPRESENTATIVE,AGIR
36031,MOÉSIO ALVES CORREIA,STATE_REPRESENTATIVE,AGIR
36033,JORGE MOTTA CARNEIRO,STATE_REPRESENTATIVE,AGIR
36050,MARIA FERREIRA LIMA,STATE_REPRESENTATIVE,AGIR
36051,ELIAS DOS SANTOS BITENCOURT,STATE_REPRESENTATIVE,AGIR
36056,PAULO KAZUO DE SOUZA IFUKU,STATE_REPRESENTATIVE,AGIR
36061,JOSELITO ALVES DOS SANTOS,STATE_REPRESENTATIVE,AGIR
36066,JOSE RICARDO VENDEMIATE,STATE_REPRESENTATIVE,AGIR
36070,SAULO FAUSTINO,STATE_REPRESENTATIVE,AGIR
36075,CARLOS LUIS GUERRA DE LIMA,STATE_REPRESENTATIVE,AGIR
36088,MARIA DANIELA NOGUEIRA DONI,STATE_REPRESENTATIVE,AGIR
36089,JOSE CARLOS FERREIRA DA SILVA,STATE_REPRESENTATIVE,AGIR
36090,MAGNO ALVES DE OLIVEIRA,STATE_REPRESENTATIVE,AGIR
36100,SILVIO DO CARMO CAMARGO,STATE_REPRESENTATIVE,AGIR
36101,JUCILENE DE JESUS LIMA,STATE_REPRESENTATIVE,AGIR
36102,RICARDO BORGES DE OLIVEIRA,STATE_REPRESENTATIVE,AGIR
36110,JOAO VIANELLE PINTO,STATE_REPRESENTATIVE,AGIR
36111,VALMIR FERREIRA VERAS,STATE_REPRESENTATIVE,AGIR
36112,OSEIAS VIEIRA DE SOUSA,STATE_REPRESENTATIVE,AGIR
36113,PAULO DONIZETI SAGIO,STATE_REPRESENTATIVE,AGIR
36114,EDIVALDA CORDEIRO DE LIMA SILVA,STATE_REPRESENTATIVE,AGIR
36117,SILMARA CRISTIANE DA SILVA POMPOLLO,STATE_REPRESENTATIVE,AGIR
36122,NELSON CLARO PAULINO,STATE_REPRESENTATIVE,AGIR
36125,JOSE CICERO FERREIRA DE LIMA,STATE_REPRESENTATIVE,AGIR
36133,LUCIANO MARTINS CRUZ,STATE_REPRESENTATIVE,AGIR
36136,JOSÉ NILSON PRAXEDES,STATE_REPRESENTATIVE,AGIR
36151,EDSON GARCIA,STATE_REPRESENTATIVE,AGIR
36175,DERIONERIO OLIVEIRA DE ASSIS,STATE_REPRESENTATIVE,AGIR
36177,LUIZ CARLOS DE FREITAS,STATE_REPRESENTATIVE,AGIR
36190,ADRIANA SANCHES GALDEANO BORGO,STATE_REPRESENTATIVE,AGIR
36193,ALDO ALMEIDA,STATE_REPRESENTATIVE,AGIR
36203,ADRIANA SANTOS BARRENHA,STATE_REPRESENTATIVE,AGIR
36212,THAMIRES DE OLIVEIRA DAMATTO,STATE_REPRESENTATIVE,AGIR
36220,ISMAEL DA SILVA SOUZA,STATE_REPRESENTATIVE,AGIR
36222,JOAO BATISTA DE OLIVEIRA,STATE_REPRESENTATIVE,AGIR
36228,MARIA CAROLINA DA SILVA TAVARES CRUZ,STATE_REPRESENTATIVE,AGIR
36233,EDSON MARCOS DE CARVALHO,STATE_REPRESENTATIVE,AGIR
36260,JOSE SILVA LIMA,STATE_REPRESENTATIVE,AGIR
36290,MARCOS VINICIUS MOUTA MENDONÇA,STATE_REPRESENTATIVE,AGIR
36301,DAILAS RODRIGUES DA SILVA SOARES,STATE_REPRESENTATIVE,AGIR
36310,VERA LUCIA APARECIDA ALVES,STATE_REPRESENTATIVE,AGIR
36315,WAGNER ALVES DE LIMA,STATE_REPRESENTATIVE,AGIR
36322,ANTONIO CARLOS DOS SANTOS,STATE_REPRESENTATIVE,AGIR
36333,PAULA NATALEN FARIAS DE MORAES MULLER,STATE_REPRESENTATIVE,AGIR
36336,JACQUELINE MARINO FERNANDES DA SILVA,STATE_REPRESENTATIVE,AGIR
36358,CARLINHO NASCIMENTO SILVA,STATE_REPRESENTATIVE,AGIR
36361,GILMAR VAZ DA ROCHA,STATE_REPRESENTATIVE,AGIR
36362,MARIA APARECIDA DE OLIVEIRA,STATE_REPRESENTATIVE,AGIR
36363,MARCOS LUIZ ABDO DE SIQUEIRA,STATE_REPRESENTATIVE,AGIR
36400,JOSEMAR CARLOS DE OLIVEIRA,STATE_REPRESENTATIVE,AGIR
36407,LEIA DA SILVA FELISBERTO,STATE_REPRESENTATIVE,AGIR
